id,kind,t_host_s,trial,block,phase,last_marker_request_id,last_marker_code,payload_json,temperature,voltage,raw,line,error
331,grip,8.139598799985833,5,1,prepare,316,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.139598799985833}",25.0,0.81,0.81,"25,0.81",
334,grip,8.149657399975695,5,1,prepare,332,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.149657399975695}",25.0,0.81,0.81,"25,0.81",
336,grip,8.159743000054732,5,1,prepare,332,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.159743000054732}",25.0,0.81,0.81,"25,0.81",
337,grip,8.169963599997573,5,1,prepare,332,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.169963599997573}",25.0,0.81,0.81,"25,0.81",
338,grip,8.180081899976358,5,1,prepare,332,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.180081899976358}",25.0,0.81,0.81,"25,0.81",
339,grip,8.19046980002895,5,1,prepare,332,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.19046980002895}",25.0,0.81,0.81,"25,0.81",
340,grip,8.200519300065935,5,1,prepare,332,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.200519300065935}",25.0,0.81,0.81,"25,0.81",
341,grip,8.210669200052507,5,1,prepare,332,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.210669200052507}",25.0,0.81,0.81,"25,0.81",
342,grip,8.220778799965046,5,1,prepare,332,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.220778799965046}",25.0,0.81,0.81,"25,0.81",
343,grip,8.231161899981089,5,1,prepare,332,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.231161899981089}",25.0,0.81,0.81,"25,0.81",
344,grip,8.241620299988426,5,1,prepare,332,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.241620299988426}",25.0,0.81,0.81,"25,0.81",
346,grip,8.251707299961708,5,1,feedback,332,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.251707299961708}",25.0,0.81,0.81,"25,0.81",
349,grip,8.264257300063036,5,1,feedback,347,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.264257300063036}",25.0,0.81,0.81,"25,0.81",
351,grip,8.27433539996855,5,1,feedback,347,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.27433539996855}",25.0,0.81,0.81,"25,0.81",
352,grip,8.28437600005418,5,1,feedback,347,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.28437600005418}",25.0,0.81,0.81,"25,0.81",
353,grip,8.29689670004882,5,1,feedback,347,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.29689670004882}",25.0,0.81,0.81,"25,0.81",
354,grip,8.307004400063306,5,1,feedback,347,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.307004400063306}",25.0,0.81,0.81,"25,0.81",
355,grip,8.317414900055155,5,1,feedback,347,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.317414900055155}",25.0,0.81,0.81,"25,0.81",
356,grip,8.328039500047453,5,1,feedback,347,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.328039500047453}",25.0,0.81,0.81,"25,0.81",
357,grip,8.338159900042228,5,1,feedback,347,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.338159900042228}",25.0,0.81,0.81,"25,0.81",
358,grip,8.348214099998586,5,1,feedback,347,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.348214099998586}",25.0,0.81,0.81,"25,0.81",
359,grip,8.358451300067827,5,1,feedback,347,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.358451300067827}",25.0,0.81,0.81,"25,0.81",
360,grip,8.368542900076136,5,1,feedback,347,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.368542900076136}",25.0,0.81,0.81,"25,0.81",
362,grip,8.379738999996334,5,1,feedback,347,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.379738999996334}",25.0,0.81,0.81,"25,0.81",
363,grip,8.389954500016756,5,1,feedback,347,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.389954500016756}",25.0,0.81,0.81,"25,0.81",
364,grip,8.400809100014158,5,1,feedback,347,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.400809100014158}",25.0,0.81,0.81,"25,0.81",
365,grip,8.412775099975988,5,1,feedback,347,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.412775099975988}",25.0,0.81,0.81,"25,0.81",
366,grip,8.422836299985647,5,1,feedback,347,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.422836299985647}",25.0,0.81,0.81,"25,0.81",
367,grip,8.43312020006124,5,1,feedback,347,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.43312020006124}",25.0,0.81,0.81,"25,0.81",
368,grip,8.443554700003006,5,1,feedback,347,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.443554700003006}",25.0,0.81,0.81,"25,0.81",
369,grip,8.454075300018303,5,1,feedback,347,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.454075300018303}",25.0,0.81,0.81,"25,0.81",
370,grip,8.464249700075015,5,1,feedback,347,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.464249700075015}",25.0,0.81,0.81,"25,0.81",
371,grip,8.47439220000524,5,1,feedback,347,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.47439220000524}",25.0,0.81,0.81,"25,0.81",
372,grip,8.485319999977946,5,1,feedback,347,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.485319999977946}",25.0,0.81,0.81,"25,0.81",
374,grip,8.497352299978957,5,1,result,347,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.497352299978957}",25.0,0.81,0.81,"25,0.81",
375,grip,8.507415600004606,5,1,result,347,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.507415600004606}",25.0,0.81,0.81,"25,0.81",
378,grip,8.517471299972385,5,1,result,376,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.517471299972385}",25.0,0.81,0.81,"25,0.81",
380,grip,8.527552200015634,5,1,result,376,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.527552200015634}",25.0,0.81,0.81,"25,0.81",
381,grip,8.53766390006058,5,1,result,376,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.53766390006058}",25.0,0.81,0.81,"25,0.81",
382,grip,8.5477155999979,5,1,result,376,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.5477155999979}",25.0,0.81,0.81,"25,0.81",
383,grip,8.558570199995302,5,1,result,376,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.558570199995302}",25.0,0.81,0.81,"25,0.81",
384,grip,8.568747300072573,5,1,result,376,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.568747300072573}",25.0,0.81,0.81,"25,0.81",
385,grip,8.580625200062059,5,1,result,376,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.580625200062059}",25.0,0.81,0.81,"25,0.81",
386,grip,8.590687799965963,5,1,result,376,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.590687799965963}",25.0,0.81,0.81,"25,0.81",
387,grip,8.601649999967776,5,1,result,376,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.601649999967776}",25.0,0.81,0.81,"25,0.81",
388,grip,8.61209469998721,5,1,result,376,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.61209469998721}",25.0,0.81,0.81,"25,0.81",
389,grip,8.62288559996523,5,1,result,376,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.62288559996523}",25.0,0.81,0.81,"25,0.81",
391,grip,8.632939300034195,5,1,iti,376,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.632939300034195}",25.0,0.81,0.81,"25,0.81",
392,grip,8.643131599994376,5,1,iti,376,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.643131599994376}",25.0,0.81,0.81,"25,0.81",
396,grip,8.653604499995708,5,1,iti,393,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.653604499995708}",25.0,0.81,0.81,"25,0.81",
398,grip,8.663737899973057,5,1,iti,393,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.663737899973057}",25.0,0.81,0.81,"25,0.81",
399,grip,8.673839500057511,5,1,iti,393,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.673839500057511}",25.0,0.81,0.81,"25,0.81",
400,grip,8.68458300002385,5,1,iti,393,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.68458300002385}",25.0,0.81,0.81,"25,0.81",
401,grip,8.694661000045016,5,1,iti,393,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.694661000045016}",25.0,0.81,0.81,"25,0.81",
402,grip,8.704759199987166,5,1,iti,393,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.704759199987166}",25.0,0.81,0.81,"25,0.81",
403,grip,8.71485810005106,5,1,iti,393,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.71485810005106}",25.0,0.81,0.81,"25,0.81",
404,grip,8.725087100057863,5,1,iti,393,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.725087100057863}",25.0,0.81,0.81,"25,0.81",
405,grip,8.735160700045526,5,1,iti,393,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.735160700045526}",25.0,0.81,0.81,"25,0.81",
407,grip,8.74634579999838,6,1,prepare,393,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.74634579999838}",25.0,0.81,0.81,"25,0.81",
408,grip,8.756905499962159,6,1,prepare,393,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.756905499962159}",25.0,0.81,0.81,"25,0.81",
411,grip,8.767057499964722,6,1,prepare,409,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.767057499964722}",25.0,0.81,0.81,"25,0.81",
413,grip,8.77710179996211,6,1,prepare,409,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.77710179996211}",25.0,0.81,0.81,"25,0.81",
414,grip,8.787201100029051,6,1,prepare,409,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.787201100029051}",25.0,0.81,0.81,"25,0.81",
415,grip,8.797246800037101,6,1,prepare,409,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.797246800037101}",25.0,0.81,0.81,"25,0.81",
416,grip,8.808093499974348,6,1,prepare,409,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.808093499974348}",25.0,0.81,0.81,"25,0.81",
417,grip,8.818191800033674,6,1,prepare,409,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.818191800033674}",25.0,0.81,0.81,"25,0.81",
418,grip,8.828625299967825,6,1,prepare,409,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.828625299967825}",25.0,0.81,0.81,"25,0.81",
419,grip,8.83875940006692,6,1,prepare,409,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.83875940006692}",25.0,0.81,0.81,"25,0.81",
420,grip,8.848846600041725,6,1,prepare,409,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.848846600041725}",25.0,0.81,0.81,"25,0.81",
421,grip,8.858921500039287,6,1,prepare,409,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.858921500039287}",25.0,0.81,0.81,"25,0.81",
422,grip,8.869390800013207,6,1,prepare,409,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.869390800013207}",25.0,0.81,0.81,"25,0.81",
424,grip,8.880677200038917,6,1,feedback,409,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.880677200038917}",25.0,0.81,0.81,"25,0.81",
425,grip,8.890778900007717,6,1,feedback,409,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.890778900007717}",25.0,0.81,0.81,"25,0.81",
428,grip,8.900832600076683,6,1,feedback,426,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.900832600076683}",25.0,0.81,0.81,"25,0.81",
430,grip,8.91096870007459,6,1,feedback,426,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.91096870007459}",25.0,0.81,0.81,"25,0.81",
431,grip,8.921216399990954,6,1,feedback,426,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.921216399990954}",25.0,0.81,0.81,"25,0.81",
432,grip,8.931863000034355,6,1,feedback,426,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.931863000034355}",25.0,0.81,0.81,"25,0.81",
433,grip,8.942046800046228,6,1,feedback,426,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.942046800046228}",25.0,0.81,0.81,"25,0.81",
434,grip,8.952105100033805,6,1,feedback,426,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.952105100033805}",25.0,0.81,0.81,"25,0.81",
435,grip,8.962897300021723,6,1,feedback,426,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.962897300021723}",25.0,0.81,0.81,"25,0.81",
436,grip,8.973141900030896,6,1,feedback,426,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.973141900030896}",25.0,0.81,0.81,"25,0.81",
437,grip,8.984094899962656,6,1,feedback,426,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.984094899962656}",25.0,0.81,0.81,"25,0.81",
438,grip,8.996923299971968,6,1,feedback,426,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 8.996923299971968}",25.0,0.81,0.81,"25,0.81",
439,grip,9.006992700044066,6,1,feedback,426,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.006992700044066}",25.0,0.81,0.81,"25,0.81",
441,grip,9.017341400031,6,1,feedback,426,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.017341400031}",25.0,0.81,0.81,"25,0.81",
442,grip,9.02951700007543,6,1,feedback,426,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.02951700007543}",25.0,0.81,0.81,"25,0.81",
443,grip,9.039579799980856,6,1,feedback,426,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.039579799980856}",25.0,0.81,0.81,"25,0.81",
444,grip,9.049638099968433,6,1,feedback,426,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.049638099968433}",25.0,0.81,0.81,"25,0.81",
445,grip,9.059756000060588,6,1,feedback,426,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.059756000060588}",25.0,0.81,0.81,"25,0.81",
446,grip,9.069834799971431,6,1,feedback,426,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.069834799971431}",25.0,0.81,0.81,"25,0.81",
447,grip,9.080470700049773,6,1,feedback,426,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.080470700049773}",25.0,0.81,0.81,"25,0.81",
448,grip,9.091492700041272,6,1,feedback,426,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.091492700041272}",25.0,0.81,0.81,"25,0.81",
449,grip,9.101765400031582,6,1,feedback,426,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.101765400031582}",25.0,0.81,0.81,"25,0.81",
450,grip,9.112654700060375,6,1,feedback,426,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.112654700060375}",25.0,0.81,0.81,"25,0.81",
451,grip,9.122825899976306,6,1,feedback,426,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.122825899976306}",25.0,0.81,0.81,"25,0.81",
453,grip,9.133027200005017,6,1,result,426,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.133027200005017}",25.0,0.81,0.81,"25,0.81",
454,grip,9.14310420001857,6,1,result,426,3,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.14310420001857}",25.0,0.81,0.81,"25,0.81",
457,grip,9.15320870000869,6,1,result,455,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.15320870000869}",25.0,0.81,0.81,"25,0.81",
459,grip,9.163993400055915,6,1,result,455,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.163993400055915}",25.0,0.81,0.81,"25,0.81",
460,grip,9.174069400061853,6,1,result,455,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.174069400061853}",25.0,0.81,0.81,"25,0.81",
461,grip,9.184149399981834,6,1,result,455,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.184149399981834}",25.0,0.81,0.81,"25,0.81",
462,grip,9.194204000057653,6,1,result,455,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.194204000057653}",25.0,0.81,0.81,"25,0.81",
463,grip,9.20479270000942,6,1,result,455,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.20479270000942}",25.0,0.81,0.81,"25,0.81",
464,grip,9.215919499984011,6,1,result,455,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.215919499984011}",25.0,0.81,0.81,"25,0.81",
465,grip,9.225984400021844,6,1,result,455,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.225984400021844}",25.0,0.81,0.81,"25,0.81",
466,grip,9.23614459997043,6,1,result,455,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.23614459997043}",25.0,0.81,0.81,"25,0.81",
468,grip,9.246235299971886,6,1,iti,455,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.246235299971886}",25.0,0.81,0.81,"25,0.81",
469,grip,9.256591000012122,6,1,iti,455,4,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.256591000012122}",25.0,0.81,0.81,"25,0.81",
473,grip,9.267291500000283,6,1,iti,470,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.267291500000283}",25.0,0.81,0.81,"25,0.81",
475,grip,9.277833400061354,6,1,iti,470,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.277833400061354}",25.0,0.81,0.81,"25,0.81",
476,grip,9.288350100046955,6,1,iti,470,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.288350100046955}",25.0,0.81,0.81,"25,0.81",
477,grip,9.298435700009577,6,1,iti,470,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.298435700009577}",25.0,0.81,0.81,"25,0.81",
478,grip,9.308738199993968,6,1,iti,470,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.308738199993968}",25.0,0.81,0.81,"25,0.81",
479,grip,9.319084000075236,6,1,iti,470,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.319084000075236}",25.0,0.81,0.81,"25,0.81",
480,grip,9.329680299968459,6,1,iti,470,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.329680299968459}",25.0,0.81,0.81,"25,0.81",
481,grip,9.340680500026792,6,1,iti,470,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.340680500026792}",25.0,0.81,0.81,"25,0.81",
482,grip,9.351668799994513,6,1,iti,470,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.351668799994513}",25.0,0.81,0.81,"25,0.81",
483,grip,9.36175959999673,6,1,iti,470,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.36175959999673}",25.0,0.81,0.81,"25,0.81",
484,grip,9.372360000037588,6,1,iti,470,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.372360000037588}",25.0,0.81,0.81,"25,0.81",
486,grip,9.383315799990669,7,1,prepare,470,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.383315799990669}",25.0,0.81,0.81,"25,0.81",
487,grip,9.393557899980806,7,1,prepare,470,6,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.393557899980806}",25.0,0.81,0.81,"25,0.81",
490,grip,9.403630999964662,7,1,prepare,488,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.403630999964662}",25.0,0.81,0.81,"25,0.81",
492,grip,9.414281000033952,7,1,prepare,488,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.414281000033952}",25.0,0.81,0.81,"25,0.81",
493,grip,9.424364699982107,7,1,prepare,488,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.424364699982107}",25.0,0.81,0.81,"25,0.81",
494,grip,9.434489200008102,7,1,prepare,488,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.434489200008102}",25.0,0.81,0.81,"25,0.81",
495,grip,9.44508410000708,7,1,prepare,488,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.44508410000708}",25.0,0.81,0.81,"25,0.81",
496,grip,9.45525970007293,7,1,prepare,488,2,"{""temperature"": 25.0, ""voltage"": 0.81, ""raw"": 0.81, ""line"": ""25,0.81"", ""t"": 9.45525970007293}",25.0,0.81,0.81,"25,0.81",
